,explicit,href,id,name,popularity,date_added,album_name,album_art,album_release_date,artist_names,genres,genre
0,True,https://api.spotify.com/v1/tracks/2HCQfx7Dv4yHlrSyvMwksF,2HCQfx7Dv4yHlrSyvMwksF,Immigrants (We Get The Job Done),35,2019-03-05T14:21:14Z,Immigrants (We Get The Job Done) [from The Hamilton Mixtape],https://i.scdn.co/image/ab67616d0000b273a1db2fa4be43bb001dd56312,2016-11-11,"K'NAAN, Snow Tha Product, Riz Ahmed, Residente",['reggae fusion'],reggae fusion
1,False,https://api.spotify.com/v1/tracks/7AB0cUXnzuSlAnyHOqmrZr,7AB0cUXnzuSlAnyHOqmrZr,Faint,68,2019-02-21T14:44:48Z,Meteora (Bonus Edition),https://i.scdn.co/image/ab67616d0000b27389a8fab8bf8cd2b77da1fd17,2003-03-24,Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",alternative metal
2,False,https://api.spotify.com/v1/tracks/1KtU0WCq472KzqCXgMOxkS,1KtU0WCq472KzqCXgMOxkS,That's What I Like - Alan Walker Remix,63,2019-02-21T02:46:37Z,That's What I Like (Alan Walker Remix),https://i.scdn.co/image/ab67616d0000b273185522533982fce28baace9c,2017-04-20,"Bruno Mars, Alan Walker","['dance pop', 'pop']",pop
3,True,https://api.spotify.com/v1/tracks/0hy1SOTEn9ifXTzOwnCwEr,0hy1SOTEn9ifXTzOwnCwEr,All Eyes on You (feat. Chris Brown & Nicki Minaj),68,2019-02-20T00:51:20Z,Dreams Worth More Than Money,https://i.scdn.co/image/ab67616d0000b273fd31cd96c4ba94c40532cc34,2015-06-29,"Meek Mill, Chris Brown, Nicki Minaj","['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",pop rap
4,False,https://api.spotify.com/v1/tracks/4xhyvLnqhupa5rXLGvl815,4xhyvLnqhupa5rXLGvl815,Let Me Hold You (Turn Me On),46,2019-02-20T00:43:04Z,Let Me Hold You (Turn Me On),https://i.scdn.co/image/ab67616d0000b273e242fbe9114bcfecb554385f,2016-08-19,"Cheat Codes, Dante Klein","['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'post-teen pop', 'tropical house']",pop
5,False,https://api.spotify.com/v1/tracks/0JoaFxLgrqbWutREzcZBzS,0JoaFxLgrqbWutREzcZBzS,One Dance,0,2019-02-19T17:14:29Z,One Dance,https://i.scdn.co/image/ab67616d0000b2739f38087c2900d53c2e81030a,2016-04-05,"Drake, WizKid, Kyla","['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",pop rap
6,True,https://api.spotify.com/v1/tracks/4cxMGhkinTocPSVVKWIw0d,4cxMGhkinTocPSVVKWIw0d,Losin Control,75,2019-02-16T23:47:30Z,There's Really A Wolf,https://i.scdn.co/image/ab67616d0000b273cb045e684adce8d49ada4045,2017-05-05,Russ,"['hawaiian hip hop', 'pop rap', 'rap']",pop rap
7,False,https://api.spotify.com/v1/tracks/2TIlqbIneP0ZY1O0EzYLlc,2TIlqbIneP0ZY1O0EzYLlc,Someone You Loved,79,2019-02-16T01:37:08Z,Breach,https://i.scdn.co/image/ab67616d0000b273b280aea74eef855675d7b93b,2018-11-08,Lewis Capaldi,"['pop', 'uk pop']",pop
8,True,https://api.spotify.com/v1/tracks/0NBiC3zLXoBQXBjsbnbwJq,0NBiC3zLXoBQXBjsbnbwJq,Molly (feat. Brendon Urie of Panic at the Disco),4,2019-02-13T05:16:03Z,Professional Rapper,https://i.scdn.co/image/ab67616d0000b2734598988646356555fd93a33d,2015-07-31,"Lil Dicky, Brendon Urie","['comedy rap', 'pop rap', 'rap']",pop rap
9,True,https://api.spotify.com/v1/tracks/5zI6ueoYshDD99aCEs66QG,5zI6ueoYshDD99aCEs66QG,valley girls,51,2019-02-06T23:28:17Z,the afterglow,https://i.scdn.co/image/ab67616d0000b27373636abb279e1da181acb969,2014-04-20,blackbear,"['electropop', 'pop', 'pop rap']",pop
10,False,https://api.spotify.com/v1/tracks/3KkXRkHbMCARz0aVfEt68P,3KkXRkHbMCARz0aVfEt68P,Sunflower - Spider-Man: Into the Spider-Verse,83,2019-02-05T22:32:56Z,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),https://i.scdn.co/image/ab67616d0000b273e2e352d89826aef6dbd5ff8f,2018-12-14,"Post Malone, Swae Lee","['dfw rap', 'melodic rap', 'rap']",rap
11,True,https://api.spotify.com/v1/tracks/3e7Y6sfFlIdBMJhX7wpqVO,3e7Y6sfFlIdBMJhX7wpqVO,44 More,68,2019-02-03T21:20:40Z,Bobby Tarantino II,https://i.scdn.co/image/ab67616d0000b273e19b1b51cdd35051e17cf6dc,2018-03-09,Logic,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",pop rap
12,False,https://api.spotify.com/v1/tracks/1p7ec4hYOgmNw0lElbSOFh,1p7ec4hYOgmNw0lElbSOFh,Stomach It,0,2019-01-31T16:03:58Z,Dysphoria,https://i.scdn.co/image/ab67616d0000b273fee86cb7a9d4ae46d9194537,2015-06-23,"Crywolf, EDEN","['chillstep', 'edm', 'indie poptimism', 'melodic dubstep']",edm
13,False,https://api.spotify.com/v1/tracks/5egqKwgK5r5rvGD1LrtR7J,5egqKwgK5r5rvGD1LrtR7J,Points of Authority,64,2018-12-17T13:58:45Z,Hybrid Theory (Bonus Edition),https://i.scdn.co/image/ab67616d0000b273e2f039481babe23658fc719a,2000-10-24,Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",alternative metal
14,False,https://api.spotify.com/v1/tracks/5KdhJG3BXUmLoO4JdycCPw,5KdhJG3BXUmLoO4JdycCPw,Come and See Me (feat. Drake),53,2018-12-04T05:34:18Z,Come and See Me (feat. Drake),https://i.scdn.co/image/ab67616d0000b273cb86389a87b18e168b514be1,2016-03-23,"PARTYNEXTDOOR, Drake","['pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']",pop
0,True,https://api.spotify.com/v1/tracks/2HCQfx7Dv4yHlrSyvMwksF,2HCQfx7Dv4yHlrSyvMwksF,Immigrants (We Get The Job Done),35,2019-03-05T14:21:14Z,Immigrants (We Get The Job Done) [from The Hamilton Mixtape],https://i.scdn.co/image/ab67616d0000b273a1db2fa4be43bb001dd56312,2016-11-11,"K'NAAN, Snow Tha Product, Riz Ahmed, Residente",['reggae fusion'],reggae fusion
1,False,https://api.spotify.com/v1/tracks/7AB0cUXnzuSlAnyHOqmrZr,7AB0cUXnzuSlAnyHOqmrZr,Faint,68,2019-02-21T14:44:48Z,Meteora (Bonus Edition),https://i.scdn.co/image/ab67616d0000b27389a8fab8bf8cd2b77da1fd17,2003-03-24,Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",alternative metal
2,False,https://api.spotify.com/v1/tracks/1KtU0WCq472KzqCXgMOxkS,1KtU0WCq472KzqCXgMOxkS,That's What I Like - Alan Walker Remix,63,2019-02-21T02:46:37Z,That's What I Like (Alan Walker Remix),https://i.scdn.co/image/ab67616d0000b273185522533982fce28baace9c,2017-04-20,"Bruno Mars, Alan Walker","['dance pop', 'pop']",pop
3,True,https://api.spotify.com/v1/tracks/0hy1SOTEn9ifXTzOwnCwEr,0hy1SOTEn9ifXTzOwnCwEr,All Eyes on You (feat. Chris Brown & Nicki Minaj),68,2019-02-20T00:51:20Z,Dreams Worth More Than Money,https://i.scdn.co/image/ab67616d0000b273fd31cd96c4ba94c40532cc34,2015-06-29,"Meek Mill, Chris Brown, Nicki Minaj","['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",pop rap
4,False,https://api.spotify.com/v1/tracks/4xhyvLnqhupa5rXLGvl815,4xhyvLnqhupa5rXLGvl815,Let Me Hold You (Turn Me On),46,2019-02-20T00:43:04Z,Let Me Hold You (Turn Me On),https://i.scdn.co/image/ab67616d0000b273e242fbe9114bcfecb554385f,2016-08-19,"Cheat Codes, Dante Klein","['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'post-teen pop', 'tropical house']",pop
5,False,https://api.spotify.com/v1/tracks/0JoaFxLgrqbWutREzcZBzS,0JoaFxLgrqbWutREzcZBzS,One Dance,0,2019-02-19T17:14:29Z,One Dance,https://i.scdn.co/image/ab67616d0000b2739f38087c2900d53c2e81030a,2016-04-05,"Drake, WizKid, Kyla","['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",pop rap
6,True,https://api.spotify.com/v1/tracks/4cxMGhkinTocPSVVKWIw0d,4cxMGhkinTocPSVVKWIw0d,Losin Control,75,2019-02-16T23:47:30Z,There's Really A Wolf,https://i.scdn.co/image/ab67616d0000b273cb045e684adce8d49ada4045,2017-05-05,Russ,"['hawaiian hip hop', 'pop rap', 'rap']",pop rap
7,False,https://api.spotify.com/v1/tracks/2TIlqbIneP0ZY1O0EzYLlc,2TIlqbIneP0ZY1O0EzYLlc,Someone You Loved,79,2019-02-16T01:37:08Z,Breach,https://i.scdn.co/image/ab67616d0000b273b280aea74eef855675d7b93b,2018-11-08,Lewis Capaldi,"['pop', 'uk pop']",pop
8,True,https://api.spotify.com/v1/tracks/0NBiC3zLXoBQXBjsbnbwJq,0NBiC3zLXoBQXBjsbnbwJq,Molly (feat. Brendon Urie of Panic at the Disco),4,2019-02-13T05:16:03Z,Professional Rapper,https://i.scdn.co/image/ab67616d0000b2734598988646356555fd93a33d,2015-07-31,"Lil Dicky, Brendon Urie","['comedy rap', 'pop rap', 'rap']",pop rap
9,True,https://api.spotify.com/v1/tracks/5zI6ueoYshDD99aCEs66QG,5zI6ueoYshDD99aCEs66QG,valley girls,51,2019-02-06T23:28:17Z,the afterglow,https://i.scdn.co/image/ab67616d0000b27373636abb279e1da181acb969,2014-04-20,blackbear,"['electropop', 'pop', 'pop rap']",pop
10,False,https://api.spotify.com/v1/tracks/3KkXRkHbMCARz0aVfEt68P,3KkXRkHbMCARz0aVfEt68P,Sunflower - Spider-Man: Into the Spider-Verse,83,2019-02-05T22:32:56Z,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),https://i.scdn.co/image/ab67616d0000b273e2e352d89826aef6dbd5ff8f,2018-12-14,"Post Malone, Swae Lee","['dfw rap', 'melodic rap', 'rap']",rap
11,True,https://api.spotify.com/v1/tracks/3e7Y6sfFlIdBMJhX7wpqVO,3e7Y6sfFlIdBMJhX7wpqVO,44 More,68,2019-02-03T21:20:40Z,Bobby Tarantino II,https://i.scdn.co/image/ab67616d0000b273e19b1b51cdd35051e17cf6dc,2018-03-09,Logic,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",pop rap
12,False,https://api.spotify.com/v1/tracks/1p7ec4hYOgmNw0lElbSOFh,1p7ec4hYOgmNw0lElbSOFh,Stomach It,0,2019-01-31T16:03:58Z,Dysphoria,https://i.scdn.co/image/ab67616d0000b273fee86cb7a9d4ae46d9194537,2015-06-23,"Crywolf, EDEN","['chillstep', 'edm', 'indie poptimism', 'melodic dubstep']",edm
13,False,https://api.spotify.com/v1/tracks/5egqKwgK5r5rvGD1LrtR7J,5egqKwgK5r5rvGD1LrtR7J,Points of Authority,64,2018-12-17T13:58:45Z,Hybrid Theory (Bonus Edition),https://i.scdn.co/image/ab67616d0000b273e2f039481babe23658fc719a,2000-10-24,Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",alternative metal
14,False,https://api.spotify.com/v1/tracks/5KdhJG3BXUmLoO4JdycCPw,5KdhJG3BXUmLoO4JdycCPw,Come and See Me (feat. Drake),53,2018-12-04T05:34:18Z,Come and See Me (feat. Drake),https://i.scdn.co/image/ab67616d0000b273cb86389a87b18e168b514be1,2016-03-23,"PARTYNEXTDOOR, Drake","['pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']",pop
