,href,id,name,date_added,album_name,album_art,album_release_date,artist_names,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,month_year
10,https://api.spotify.com/v1/tracks/43fsuxBG7GhK9YvaRK9rbE,43fsuxBG7GhK9YvaRK9rbE,How to...,2021-04-27T21:57:01Z,How to…,https://i.scdn.co/image/ab67616d0000b273162da5d550b67ff2424a9b75,2021-04-01,Orange Ocean,['chinese indie'],0.502,0.416,2,-5.701,1,0.0269,0.0686,0.000164,0.0973,0.237,131.91,2021-04
11,https://api.spotify.com/v1/tracks/5JFkuKQsPps2ZaZzaLx63d,5JFkuKQsPps2ZaZzaLx63d,Crystallize,2021-04-23T19:55:55Z,Lindsey Stirling,https://i.scdn.co/image/ab67616d0000b27379e8b529ce6c088a8027b2a1,2012,Lindsey Stirling,"['bow pop', 'pop violin']",0.44,0.623,0,-8.228,1,0.0316,0.000856,0.0586,0.103,0.0563,140.006,2021-04
12,https://api.spotify.com/v1/tracks/4OXqW9GmQlRgJZR519ebBZ,4OXqW9GmQlRgJZR519ebBZ,Only Love (Acoustic),2021-04-16T07:36:11Z,Acoustic,https://i.scdn.co/image/ab67616d0000b273124881f82acfdf356f7d24ae,2014-04-01,PVRIS,"['electropop', 'modern alternative rock', 'modern rock', 'pixie', 'pop', 'pop emo', 'pop punk', 'rock']",0.553,0.337,3,-7.973,0,0.032,0.452,0.0,0.107,0.0688,118.018,2021-04
13,https://api.spotify.com/v1/tracks/3ZffCQKLFLUvYM59XKLbVm,3ZffCQKLFLUvYM59XKLbVm,Wake Me up When September Ends,2021-04-13T01:07:34Z,American Idiot,https://i.scdn.co/image/ab67616d0000b27308a1b1e0674086d3f1995e1b,2004-09-21,Green Day,"['permanent wave', 'pop punk', 'punk']",0.546,0.814,7,-5.146,1,0.0314,0.023,0.0,0.0972,0.146,104.98,2021-04
14,https://api.spotify.com/v1/tracks/6cevosfbSnoxFU4ybLiO2U,6cevosfbSnoxFU4ybLiO2U,湖的另一岸,2021-04-07T06:50:16Z,湖的另一岸,https://i.scdn.co/image/ab67616d0000b27331c4a84b53cec217c1ef4bb6,2018-06-30,陳鴻宇,"['chinese indie', 'chinese minyao']",0.577,0.486,0,-9.387,1,0.026,0.589,0.00611,0.129,0.313,96.022,2021-04
15,https://api.spotify.com/v1/tracks/1eyhZf2stL2a1AXSfeKyYn,1eyhZf2stL2a1AXSfeKyYn,消愁,2021-04-05T21:12:12Z,平凡的一天,https://i.scdn.co/image/ab67616d0000b273501b5db11b7fe5172a7506d0,2018-07-03,Mao Buyi,"['chinese minyao', 'chinese singer-songwriter', 'mainland chinese pop', 'mandopop']",0.533,0.384,5,-10.877,0,0.0395,0.582,0.0,0.372,0.238,112.024,2021-04
16,https://api.spotify.com/v1/tracks/393MehrSEiQgRYARQAixkT,393MehrSEiQgRYARQAixkT,喜歡,2021-04-05T18:04:39Z,親愛的...我還不知道,https://i.scdn.co/image/ab67616d0000b27355e5e2486da4de6aad3c55de,2007-07-12,Deserts Chang,"['chinese indie', 'mandopop', 'taiwan indie', 'taiwan pop', 'taiwan singer-songwriter']",0.691,0.181,1,-17.201,1,0.0324,0.963,0.000371,0.108,0.313,103.013,2021-04
17,https://api.spotify.com/v1/tracks/5VjqZMR2Jk6Yzdg45h5Vv2,5VjqZMR2Jk6Yzdg45h5Vv2,哪裡是你的擁抱,2021-04-05T17:44:45Z,世界,https://i.scdn.co/image/ab67616d0000b273f2598492ec9212f4dc3dab29,2012-01-01,Escape Plan,"['chinese indie', 'chinese indie pop']",0.171,0.598,9,-8.441,1,0.0365,0.00349,0.000119,0.116,0.0662,200.989,2021-04
18,https://api.spotify.com/v1/tracks/0cpnJDBSOGlq5pIRuPIpLw,0cpnJDBSOGlq5pIRuPIpLw,男孩(Live),2021-04-05T09:11:33Z,尖叫之夜,https://i.scdn.co/image/ab67616d0000b273ff4f7b0b7869230629230354,2019-09-26,梁博,"['chinese indie', 'chinese singer-songwriter', 'mainland chinese pop']",0.392,0.603,10,-5.442,0,0.0339,0.552,0.000622,0.979,0.257,141.911,2021-04
19,https://api.spotify.com/v1/tracks/2zfgVd034GlUvk7LqBHl6u,2zfgVd034GlUvk7LqBHl6u,I Know Places,2021-04-04T18:56:55Z,1989 (Deluxe Edition),https://i.scdn.co/image/ab67616d0000b273332d85510aba3eb28312cfb2,2014-10-27,Taylor Swift,"['pop', 'post-teen pop']",0.602,0.755,0,-4.991,1,0.071,0.245,0.0,0.178,0.495,159.965,2021-04
0,https://api.spotify.com/v1/tracks/1VdZ0vKfR5jneCmWIUAMxK,1VdZ0vKfR5jneCmWIUAMxK,The A Team,2021-04-04T18:50:21Z,+,https://i.scdn.co/image/ab67616d0000b273f0e911d0e5aadefc431bf34a,2011-09-09,Ed Sheeran,"['pop', 'uk pop']",0.642,0.289,9,-9.918,1,0.0367,0.669,0.0,0.18,0.407,84.996,2021-04
1,https://api.spotify.com/v1/tracks/4mz7WAJCJz7QbXsFA2WoXK,4mz7WAJCJz7QbXsFA2WoXK,Burned,2021-03-20T09:57:56Z,Just The Beginning,https://i.scdn.co/image/ab67616d0000b273fff595335cde131afc8e0b6d,2017-11-03,Grace VanderWaal,"['pop', 'post-teen pop']",0.586,0.449,0,-7.729,0,0.0277,0.653,0.0,0.0681,0.19,95.04,2021-03
2,https://api.spotify.com/v1/tracks/5XBqGcLYOZi8CEW83Ug7Fs,5XBqGcLYOZi8CEW83Ug7Fs,Clearly,2021-03-20T09:47:41Z,Clearly,https://i.scdn.co/image/ab67616d0000b27333f33cd2a947d6720858dcc4,2018-03-30,Grace VanderWaal,"['pop', 'post-teen pop']",0.663,0.673,10,-6.152,0,0.0586,0.125,1.58e-06,0.248,0.279,98.0,2021-03
3,https://api.spotify.com/v1/tracks/2IjLtXQKaA9dTcnPwQJoeu,2IjLtXQKaA9dTcnPwQJoeu,马,2021-03-16T09:47:35Z,我用什么把你留住,https://i.scdn.co/image/ab67616d0000b273bf6756e5c530a071fe610b77,2021-02-18,福禄寿,"['chinese indie', 'chinese indie pop']",0.503,0.31,9,-11.852,0,0.0357,0.788,0.0,0.231,0.237,100.076,2021-03
4,https://api.spotify.com/v1/tracks/4yyJ35erSs5YQyMLeQOtsm,4yyJ35erSs5YQyMLeQOtsm,玉珍,2021-03-14T09:30:22Z,我用什么把你留住,https://i.scdn.co/image/ab67616d0000b273bf6756e5c530a071fe610b77,2021-02-18,福禄寿,"['chinese indie', 'chinese indie pop']",0.354,0.245,7,-13.756,1,0.0344,0.635,3.3e-05,0.1,0.165,138.022,2021-03
5,https://api.spotify.com/v1/tracks/4TYi1udOmvZ0yIhHEMro5f,4TYi1udOmvZ0yIhHEMro5f,我用什么把你留住,2021-03-14T09:00:38Z,我用什么把你留住,https://i.scdn.co/image/ab67616d0000b273bf6756e5c530a071fe610b77,2021-02-18,福禄寿,"['chinese indie', 'chinese indie pop']",0.454,0.282,8,-12.916,1,0.0339,0.215,0.0101,0.101,0.206,123.421,2021-03
6,https://api.spotify.com/v1/tracks/3jI9T0XpzmzN3rTaukQYVp,3jI9T0XpzmzN3rTaukQYVp,火燒雲,2021-03-14T08:17:04Z,火燒雲,https://i.scdn.co/image/ab67616d0000b273c32a42da22c60139dfeb19a8,2018-06-30,陳鴻宇,"['chinese indie', 'chinese minyao']",0.555,0.703,8,-7.538,1,0.0266,0.0124,0.815,0.0887,0.555,104.006,2021-03
7,https://api.spotify.com/v1/tracks/4arcrPMPxXrUEPqn8oFXbr,4arcrPMPxXrUEPqn8oFXbr,詞不達意,2021-03-08T18:31:44Z,呼吸 林憶蓮,https://i.scdn.co/image/ab67616d0000b27358e3bd220bc911adbf3b390f,2006,Sandy Lam,"['c-pop', 'cantopop', 'classic mandopop', 'mandopop']",0.495,0.432,3,-7.914,1,0.0307,0.144,1.4e-06,0.0977,0.182,126.276,2021-03
8,https://api.spotify.com/v1/tracks/67YPjbcxUypwNOwYBZquq1,67YPjbcxUypwNOwYBZquq1,Superposition,2021-02-22T00:06:01Z,Mirror Master,https://i.scdn.co/image/ab67616d0000b2731cce1764a83486d563410c5a,2018-10-12,Young the Giant,"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",0.593,0.697,7,-5.416,1,0.0399,0.00289,0.0257,0.14,0.428,170.0,2021-02
9,https://api.spotify.com/v1/tracks/1UqhkbzB1kuFwt2iy4h29Q,1UqhkbzB1kuFwt2iy4h29Q,Cough Syrup,2021-02-21T23:58:58Z,Young The Giant (Special Edition),https://i.scdn.co/image/ab67616d0000b27351729fae66d02122c4951153,2011,Young the Giant,"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",0.534,0.721,11,-7.307,0,0.0417,0.0343,6.24e-06,0.115,0.225,128.978,2021-02
10,https://api.spotify.com/v1/tracks/4M9lfUgDeLHu1fL2ZxZSlu,4M9lfUgDeLHu1fL2ZxZSlu,Empire,2021-02-20T08:59:20Z,Beneath The Skin,https://i.scdn.co/image/ab67616d0000b273bfac187296a90fcb0a5f97c0,2015-06-05,Of Monsters and Men,"['folk-pop', 'indie pop', 'metropopolis', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",0.504,0.692,5,-6.32,0,0.0321,0.000422,0.000761,0.0919,0.544,118.96,2021-02
11,https://api.spotify.com/v1/tracks/40jydVPRzQqIyCSTWoB6H0,40jydVPRzQqIyCSTWoB6H0,New Boy,2021-02-07T22:32:55Z,我去2000年,https://i.scdn.co/image/ab67616d0000b2737c135bb4df248eeae186cea3,1999-01-31,Pu Shu,"['chinese indie', 'chinese singer-songwriter']",0.666,0.811,2,-7.587,1,0.0469,0.0441,0.0,0.329,0.874,133.008,2021-02
12,https://api.spotify.com/v1/tracks/63oSPrP54in4X41vq6cNlL,63oSPrP54in4X41vq6cNlL,Rollin' On,2021-02-05T06:22:02Z,LOVELY SUNDAY,https://i.scdn.co/image/ab67616d0000b2732be2920f420f892abddf12da,2018-06-29,The Chairs,['chinese indie'],0.687,0.556,5,-9.366,1,0.0286,0.414,0.0189,0.182,0.517,103.907,2021-02
13,https://api.spotify.com/v1/tracks/4bbIk2pSgY5UPp0HD0VUMF,4bbIk2pSgY5UPp0HD0VUMF,冥明,2021-02-05T05:45:19Z,冥明,https://i.scdn.co/image/ab67616d0000b273df5a69343fb475a85a9ae08c,2015-12-29,Sue,"['chinese singer-songwriter', 'mainland chinese pop']",0.373,0.452,8,-5.238,1,0.0295,0.28,1.35e-06,0.113,0.191,167.949,2021-02
14,https://api.spotify.com/v1/tracks/25sQT3yCEgd1uE6LC9ivcs,25sQT3yCEgd1uE6LC9ivcs,Forever Young,2021-02-04T22:37:49Z,"垂直活著,水平留戀著。",https://i.scdn.co/image/ab67616d0000b273aa7fbf1115cf1534dfbef210,2018-12-21,Eve Ai,"['mandopop', 'taiwan pop', 'taiwan singer-songwriter']",0.304,0.226,0,-10.707,1,0.0329,0.929,0.0,0.161,0.323,139.593,2021-02
15,https://api.spotify.com/v1/tracks/1hp8K7DBnm5ih8BHApF5ZN,1hp8K7DBnm5ih8BHApF5ZN,Flower Dance,2021-02-04T07:10:44Z,A Cup Of Coffee,https://i.scdn.co/image/ab67616d0000b273d88d97cd602b9f5cda4f1d2d,2010-09-29,DJ Okawari,['ambeat'],0.554,0.546,8,-8.334,0,0.0277,0.599,0.0842,0.0987,0.683,100.025,2021-02
16,https://api.spotify.com/v1/tracks/5iyra5xQS4CC31NCFDwkUQ,5iyra5xQS4CC31NCFDwkUQ,生氣之歌(Live),2021-02-03T02:52:41Z,生氣之歌(Live),https://i.scdn.co/image/ab67616d0000b2735ec31e4f23408b083fc1b0f3,2020-05-09,Sue,"['chinese singer-songwriter', 'mainland chinese pop']",0.823,0.628,7,-6.854,1,0.0941,0.199,2.36e-05,0.0764,0.57,123.997,2021-02
17,https://api.spotify.com/v1/tracks/2RGcHoodvo4bq3fYOLd0fh,2RGcHoodvo4bq3fYOLd0fh,印證 (電視劇《我們都要好好的》插曲),2021-02-03T02:42:49Z,印證,https://i.scdn.co/image/ab67616d0000b273886d314ddb8219b9e5b56b09,2019-05-21,Sue,"['chinese singer-songwriter', 'mainland chinese pop']",0.652,0.567,9,-8.896,0,0.037,0.298,0.0,0.167,0.572,119.962,2021-02
18,https://api.spotify.com/v1/tracks/77SEO3tMn2cr1oOPOgj5f7,77SEO3tMn2cr1oOPOgj5f7,螢火蟲 - Live,2021-02-03T02:38:49Z,第二季中國好歌曲導師原創: 心宇宙,https://i.scdn.co/image/ab67616d0000b2732f01078fb17e26ba48cde877,2015-08-14,Sue,"['chinese singer-songwriter', 'mainland chinese pop']",0.431,0.262,10,-12.171,1,0.04,0.731,1.07e-06,0.109,0.275,109.893,2021-02
19,https://api.spotify.com/v1/tracks/1ZCAizXn8twoCdv2CJFefN,1ZCAizXn8twoCdv2CJFefN,Dance Monkey,2021-02-01T19:15:04Z,Dance Monkey,https://i.scdn.co/image/ab67616d0000b2736c4502268d3f911cc52ccc97,2021-01-29,Simply Three,['classify'],0.585,0.589,7,-7.597,0,0.05,0.00488,0.853,0.159,0.512,98.058,2021-02
0,https://api.spotify.com/v1/tracks/1IKGVtRIsa1tOEjLEshQUq,1IKGVtRIsa1tOEjLEshQUq,无限引擎,2021-02-01T19:10:30Z,荒野星,https://i.scdn.co/image/ab67616d0000b2736f4a397cdb2f8eba7cf1fffb,2019-06-27,发光曲线,['chinese post-rock'],0.644,0.799,11,-8.053,0,0.0304,0.0394,0.502,0.0403,0.605,114.01,2021-02
1,https://api.spotify.com/v1/tracks/1Te8ArNC2nOe79Q2IKXBm9,1Te8ArNC2nOe79Q2IKXBm9,未開封の恋,2021-01-25T09:29:24Z,Crying memories,https://i.scdn.co/image/ab67616d0000b2732438bb4f74bb550ead1f57be,2019-11-13,Leina,[],0.477,0.331,1,-7.159,1,0.0341,0.201,0.0,0.0984,0.297,125.521,2021-01
2,https://api.spotify.com/v1/tracks/2z75lzjJ65abZ9G7xCh2FW,2z75lzjJ65abZ9G7xCh2FW,All Of This Is True,2021-01-23T10:04:38Z,All Of This Is True,https://i.scdn.co/image/ab67616d0000b27346d374224a1f044a4e6f773e,2021-01-22,"Melpo Mene, Russian Red",['svensk indie'],0.514,0.66,5,-9.265,1,0.0299,0.000282,0.0458,0.0878,0.347,110.983,2021-01
3,https://api.spotify.com/v1/tracks/0mwsVh898poQKZNcF73lHw,0mwsVh898poQKZNcF73lHw,Bottle of Bleed,2021-01-21T07:55:18Z,我不高興,https://i.scdn.co/image/ab67616d0000b27317deac52624fdb7d7250d6c7,2018-11-13,白皮書樂隊,['chinese indie'],0.477,0.807,0,-6.092,1,0.0502,0.00122,0.0218,0.129,0.149,140.033,2021-01
4,https://api.spotify.com/v1/tracks/06C1pCiM3yhIHNiAW9V0Pr,06C1pCiM3yhIHNiAW9V0Pr,夢,2021-01-21T07:52:00Z,我不高興,https://i.scdn.co/image/ab67616d0000b27317deac52624fdb7d7250d6c7,2018-11-13,白皮書樂隊,['chinese indie'],0.513,0.705,0,-6.591,1,0.0358,0.0619,2.36e-06,0.128,0.474,149.826,2021-01
5,https://api.spotify.com/v1/tracks/0oc4PHV14GD5PNwLDuhc0X,0oc4PHV14GD5PNwLDuhc0X,地球仪,2021-01-15T18:15:56Z,地球仪,https://i.scdn.co/image/ab67616d0000b2736a5840056efe70e2ddfe13f9,2020-07-31,五條人,"['chinese indie', 'chinese indie rock', 'chinese minyao', 'southern china indie']",0.398,0.606,4,-9.182,0,0.257,0.46,3.38e-06,0.23,0.564,182.547,2021-01
6,https://api.spotify.com/v1/tracks/2V6PlpS7NxrwcYIQcQt5sn,2V6PlpS7NxrwcYIQcQt5sn,纯洁,2021-01-13T18:35:22Z,木马,https://i.scdn.co/image/ab67616d0000b2736e166680992515fd7348ff9d,1998-12-01,木马,['chinese indie rock'],0.579,0.631,0,-11.782,1,0.026,0.0032,0.03,0.28,0.544,111.844,2021-01
7,https://api.spotify.com/v1/tracks/0LFidVboKRQWZyQUSzoYRk,0LFidVboKRQWZyQUSzoYRk,晚上好 春天小姐,2021-01-13T18:35:03Z,广东姑娘,https://i.scdn.co/image/ab67616d0000b2731db292b17acc6d2e389638be,2015-03-09,五條人,"['chinese indie', 'chinese indie rock', 'chinese minyao', 'southern china indie']",0.501,0.377,4,-10.185,1,0.0309,0.819,0.0138,0.0879,0.115,75.047,2021-01
8,https://api.spotify.com/v1/tracks/06FYyaR1iSu8IQDkQgtO41,06FYyaR1iSu8IQDkQgtO41,問題出現我再告訴大家,2021-01-13T18:34:47Z,縣城記,https://i.scdn.co/image/ab67616d0000b273c5e6d6f98f229ab11884e649,2009-07-11,五條人,"['chinese indie', 'chinese indie rock', 'chinese minyao', 'southern china indie']",0.357,0.632,9,-7.558,1,0.0399,0.435,0.0,0.114,0.56,130.131,2021-01
9,https://api.spotify.com/v1/tracks/3d9Nu6xMRCLqWAnVbQLzIT,3d9Nu6xMRCLqWAnVbQLzIT,Good Night,2021-01-13T18:21:27Z,Joyside,https://i.scdn.co/image/ab67616d0000b2734b8e8f868f36b9f62688cc8c,2010-09-30,Joyside,"['chinese indie', 'chinese indie rock', 'chinese punk']",0.404,0.521,4,-10.449,0,0.0288,0.0566,0.894,0.11,0.168,82.231,2021-01
10,https://api.spotify.com/v1/tracks/7J35tYuFecZiI0CCwMPFH9,7J35tYuFecZiI0CCwMPFH9,一生所愛 - Live,2021-01-08T07:32:13Z,歌 時代 II,https://i.scdn.co/image/ab67616d0000b273c823b9dbb9c9997b32743896,2018-09-28,Jeff Chang,"['c-pop', 'classic mandopop', 'mandopop']",0.337,0.437,4,-12.756,0,0.0333,0.751,0.0324,0.179,0.271,99.81,2021-01
11,https://api.spotify.com/v1/tracks/7FeF8ywQi6Auovb94rEjOG,7FeF8ywQi6Auovb94rEjOG,白鴿,2021-01-07T21:46:57Z,白鴿,https://i.scdn.co/image/ab67616d0000b273f63e942f2f40e72a88c9ca09,1999-11-04,Wu Bai,"['c-pop', 'classic mandopop', 'mandopop', 'taiwan pop', 'taiwan singer-songwriter']",0.472,0.566,10,-10.09,0,0.0242,0.252,0.156,0.093,0.334,86.042,2021-01
12,https://api.spotify.com/v1/tracks/7ftyxy2znzl4k3Ojwe8QZm,7ftyxy2znzl4k3Ojwe8QZm,Room With A View,2021-01-06T18:12:10Z,Room With A View,https://i.scdn.co/image/ab67616d0000b273b5033f919a1dcd62c0dd4746,2020-04-24,Yiruma,"['korean instrumental', 'neo-classical', 'new age piano']",0.387,0.235,0,-15.96,1,0.0477,0.985,0.92,0.0985,0.0386,88.604,2021-01
13,https://api.spotify.com/v1/tracks/0NJLXAVheI6IWlkZTn6mrp,0NJLXAVheI6IWlkZTn6mrp,步履不停,2021-01-06T17:53:37Z,步履不停,https://i.scdn.co/image/ab67616d0000b273ebb76f2018d6d903e16c3f8d,2018-06-30,陳鴻宇,"['chinese indie', 'chinese minyao']",0.547,0.42,4,-10.255,0,0.0297,0.827,5.68e-05,0.113,0.407,172.103,2021-01
14,https://api.spotify.com/v1/tracks/4bI9GiEtd2RcJ1MaFMDrkg,4bI9GiEtd2RcJ1MaFMDrkg,生命因你而火热,2021-01-06T17:47:03Z,生命因你而火热,https://i.scdn.co/image/ab67616d0000b273a692767935d929f33763ae33,2016-04-01,新裤子乐队,"['chinese indie', 'chinese indie rock']",0.612,0.593,4,-8.26,1,0.0325,0.314,0.0,0.0947,0.303,129.964,2021-01
15,https://api.spotify.com/v1/tracks/7qIm3F7GqOrigJsKadawEZ,7qIm3F7GqOrigJsKadawEZ,日落大道,2021-01-06T17:46:35Z,迷藏,https://i.scdn.co/image/ab67616d0000b2739731c8e1113f621dae2ce1fb,2015-11-02,梁博,"['chinese indie', 'chinese singer-songwriter', 'mainland chinese pop']",0.581,0.47,11,-8.344,1,0.0276,0.128,4.33e-05,0.112,0.235,128.076,2021-01
16,https://api.spotify.com/v1/tracks/6RTQiUymu93xiiGHe8hEde,6RTQiUymu93xiiGHe8hEde,棲身之地,2021-01-06T17:41:02Z,棲身之地,https://i.scdn.co/image/ab67616d0000b2737f0ad82a3b8dd0d0025e68ba,2020-12-28,Good Band,"['chinese indie', 'mandopop']",0.291,0.467,10,-10.978,1,0.0355,0.753,0.0814,0.0891,0.0803,120.102,2021-01
17,https://api.spotify.com/v1/tracks/72D2Ul9XBt1SVGo4G0mSSQ,72D2Ul9XBt1SVGo4G0mSSQ,前言 Prologue,2021-01-02T03:54:02Z,Mandarin,https://i.scdn.co/image/ab67616d0000b273883f54dfedad6dccfa4e8a74,2020-12-10,Mandarin,['chinese indie'],0.595,0.297,0,-11.567,1,0.0312,0.683,0.413,0.0757,0.215,74.982,2021-01
18,https://api.spotify.com/v1/tracks/2eal8OfqpalgE6ICf7VNjb,2eal8OfqpalgE6ICf7VNjb,At Mosp Here,2021-01-02T03:09:33Z,喝彩之前,https://i.scdn.co/image/ab67616d0000b273f872056a98cc79ec458cefe2,2017-09-01,Re-TROS,"['chinese indie', 'chinese indie rock', 'chinese post-punk']",0.673,0.89,2,-8.299,1,0.0575,0.00072,0.851,0.129,0.618,118.2,2021-01
19,https://api.spotify.com/v1/tracks/3wKuAlqSKjyBSI3wzq9zhg,3wKuAlqSKjyBSI3wzq9zhg,Sounds For Celebration,2021-01-02T03:09:30Z,喝彩之前,https://i.scdn.co/image/ab67616d0000b273f872056a98cc79ec458cefe2,2017-09-01,Re-TROS,"['chinese indie', 'chinese indie rock', 'chinese post-punk']",0.483,0.421,9,-12.129,1,0.0264,0.929,0.493,0.105,0.239,97.054,2021-01
0,https://api.spotify.com/v1/tracks/5ecvP5P6xsOLsEdyV8Lbm9,5ecvP5P6xsOLsEdyV8Lbm9,Fall In,2020-12-31T21:30:15Z,大波浪,https://i.scdn.co/image/ab67616d0000b273cb6158e0950831586c03e6fb,2016-09-01,大波浪,"['chinese indie', 'chinese indie pop']",0.534,0.788,1,-5.926,1,0.032,0.000308,0.00813,0.109,0.173,144.029,2020-12
1,https://api.spotify.com/v1/tracks/3y2Dktpll4t3zPlgpCnUCy,3y2Dktpll4t3zPlgpCnUCy,First Aid,2020-12-29T21:24:44Z,Orca,https://i.scdn.co/image/ab67616d0000b2731dc1bd83254e89b474ca496b,2020-09-18,Gus Dapperton,"['bedroom pop', 'indie pop', 'indie poptimism']",0.623,0.48,10,-4.39,0,0.0269,0.0148,0.00141,0.086,0.355,140.015,2020-12
2,https://api.spotify.com/v1/tracks/6OdugwQR2gUbpMgdB36ofZ,6OdugwQR2gUbpMgdB36ofZ,回声 Echo,2020-12-29T01:03:17Z,Mandarin,https://i.scdn.co/image/ab67616d0000b273883f54dfedad6dccfa4e8a74,2020-12-10,Mandarin,['chinese indie'],0.577,0.758,4,-10.137,0,0.0465,0.0644,0.596,0.216,0.259,135.044,2020-12
3,https://api.spotify.com/v1/tracks/6BccYXWKIhKkXAclZv76OS,6BccYXWKIhKkXAclZv76OS,Echo,2020-12-28T19:56:09Z,Echo,https://i.scdn.co/image/ab67616d0000b27395f2ad67a3de4270fc52f61f,2020-07-28,Mandarin,['chinese indie'],0.575,0.784,4,-10.345,0,0.0494,0.0578,0.655,0.179,0.323,135.019,2020-12
